text,label
"Flash disknya sudah sampai dengan selamat. Packingnya aman bgt, rapi, dan game aman bisa dimainkan. Kayaknya dapet bonus game jg di dalamnya. Terima kasih kak! kelengkapan sesuai & Gamenya seru!",3
"maaf kepada seller, hanya bisa memberikan 2 bintang, disebabkan barang yg dipesan tidak sesuai dgn yg diterima, pesannya kepala gesper yg hitam polos sesuai gambar dgn kode 2, namun yg di terima bermotif, jadi tidak sesuai harapan... mau ajuin komplain juga malas, karena saya anggap gak terlalu penting... semoga kedepannya seller lebih baik lagi dalam pelayanan...",4
"tokonya songgong brg rusak minta dibebanin ke konsumen, ngak usah jd penjual kalo bubble dibebankan ke. pembeli",0
"bagus barangnya,cepet nyampeknya ????",2
Hati hati guys gua beli tiga terus satu bener bener gabisa dipake. Sengaja ngasih bintang satu lagian gua chat abangnya ga respon,1
"roll diambil 1/4. Nampak dari potongan sudah mencong mencong. Jualan yang benar, jangan hanya ingin untungnya saja",0
GAK RECOMENDED. Produk sih ok spt biasa. Tp packing cuma pk amplop kondangan putih dibungkus plastik. Ya jebol semua obatnya. Padahal buat stok. Najong banget dah. Di chat ga dibales. Kapok lah gw belanja disini.,1
"MAC HANCUR, PADAHAL SUDAH ADD BUBBEL. KRN KARDUS CUMAN NEMPEL DOANK DI MAC, JD KETINDIH2 PECAH",0
Sekali pakai,1
Barangnya original ??. Berfungsi dengan baik.,2
barang tidak bagus murahan,0
Barang Sampah.. Kecewa belanja disini.. Modbo rusak kok dikirim,0
"game lancar, kondisi box dan game cartridges mulus, pengiriman super cepat, seller yg super responsive, thanks gan recommended bgt beli game disini",3
Ini retak gimana ya kok pembungkusnya apa nggak dicek dulu sebelum dikirim,1
Bukan jam harga mahal yg didiskon..tapi jam yang sesuai harga beli dan kualitasnya..,2
Barang cuma bs dipakai seminggu... uap nya gk muncul lagi...kecewa banget... jadi gk bs diapa2in. Buat yg lain jgn karna murah beli ya...barang cm tahan seminggu,4
"Pashminanya pendek, gak seperti yang ada di deskripsi",1
BARANG GAK BISA DIPAKAI ?????????????????????????????????? PARAH INI MAH,0
"Mengenai barang sdh sesuai...., respon sangat lambat. Saya minta dikirim pake sameday (6 jam). Barang baru diantar dan keterima di hari ke 3 (cat : transaksi sebelum jam 11 siang). Packing  barang saat pengiriman sangat seadanya. TIdak rekomendasi deh klw buat yang barang pengen buru-buru diterima/dipakai.",1
"Pie susunyabberjamur, padahal baru disimpan sekitar semingguan dan expiry date masih sebulan. Biasanya kalo beli di bali ga kayak gitu, ya biar temen2 yang beli pie susu nya aware aja ya. Sedih juga udah disayang2 makannya, eh pas mau makan ternyata jamuran, terpaksa dibuang ???? Udah chat juga ke sellernya, katanya karena ga dimasukin ke kulkas. Tp dulu pas beli di bali jg ga masukin kulkas sih... FYI aja buat temen2 yg mo beli yah",1
mesen 4 yg datang hnya 3 saja yg satu bosnya kosong ngk ada isinya,1
"mantavv sesuai pesanan ,joss",3
Mantap,3
"Memory sdh sy pasang. Ada 4 keping 8 GB DDR3, semua berfungsi dg baik. Pengiriman lumayan cepat. Recommended seller. ??",3
puasssssssssssssssssssssssss ...,2
"BARANG TIDAK DIKIRIM, DELI RAJA DRAMA DI ECOM SINI ATUPUN ORANYE. JANGAN LAGI BELI DISINI KALO MEREKA NGADAIN PROMO. SAAT COMPLAIN DAN MAU KEKURANGAN BARANG DIKIRIM PUN TIDAK DI ACC ALASAN STOK KOSONG. JADI DANA DIKEMBALIKAN SESUAI HARGA PROMO. KALO GA NIAT BIKIN PROMO TOLONG GA USAH BIKIN, KALO NAMA DELI JELEK KAN DELI SENDIRI YANG RUGI. BYE GA AKAN BELI DELI LAGI",0
seharusnya cute...tapi sayangnya....ada noda noda kuning di beauty blendernya....,4
"Pesan warna biru,dikirim warna pink.Padahal buat anak cowok,packing lelet sampai 24 jam,kecewa",4
parfum datang kondisi terbungkus rapi namun saya curiga kenapa tercium aromanya sampai keluar padahal belom dibuka sama sekali dari kardus luarnya. begitu saya buka kardus luar ternyata kardus dalamnya basah kemudian saya buka dan didalamnya isi parfum tinggal sedikit sekali.. saya tidak tahu yg bermasalah di oengemasan atau pengiriman. mohon bisa dievaluasi lagi terimakasih,1
"Mantap barangg cepeatt sampaii barang bagus penjual nyaa fast respons banget, packingan oke banget aman sampai di tempatt.. barangnya kerennn bangettt",3
"baguus banget, puaslah dengan carote. ditunggu promo2nya lagi. makasih ya",3
Yang di pesan merah yg datang biru parah,4
"Barangnya original, harga murah, pengiriman cepat. terimakasih tokopedia, terimakasih seller dan terimakasih untuk para kurir.. semoga Kita sehat selalu dan dijauhkan Dr segala macam virus.. Cepat sembuh Indonesiaku.. Love ya! ",3
"mantap, barang oke",2
Dendeng yg sy terima ada beberapa yang muncul jamur putih di dipermukaan dagingnya. Untuk rasa banyak sekali ketumbarnya sehingga waktu dimakan rasanya kasar sekali. Seller mohon diperhatikan kualitas produk sebelum dijual. Terima Kasih.,1
Ga dikirim barangnya :(,4
"waw murah bangetttt, packingnya rapih, produknya bagus keren mantap. sangat uhuuy pisan deh pokoknya hehehehehe",3
tolong di cek sebelum dikirim ya khususnya sd,1
"yg dikirim rusak, ajukan komplain tp gak jelas",0
"Beli 2 kotak isi total 20 buah pie terdapat 5 buah pie yang sudah jamuran. Padahal paket langsung dibuka sesaat setelah diantar kurir dan expire date juga masih 1 bulan lebih. Coba cek ulasan, banyak pembeli juga mengalami kendala pie berjamur. Jelek sekali kontrol kualitas pie susu ini. Kasian reputasi toko ini ikutan rusak gara-gara produk yang tidak dijaga reputasinya oleh pemilik produk. Maaf ya kaka penjual, ini ulasan jujur. Mungkin bisa disampaikan kepada produsen produk agar memperbaiki kontrol kualitas produknya.",1
"Respon seller OK.Packaging rapih. Pesanan sesuai. Kukisnya enak teksturnya pas, hanya masih kemanisan mnrt sy. Kalau dikurangi sedikit manisnya lebih ok ??????",2
Produk Sesuai. Produk Berfungsi Dengan Baik.,2
"kecewa dengan pelayanan toko ini, Dan nyesal denga toko ini, paket lama datang, dah itu paket tidak sampai di tempat tujuan. kalau boleh saya sarankan kepada pembeli lainnya, jangan pesan lagi deh ,barang disini, mereka tidak bertanggung jawab,",4
"bgs brgnya, semoga awet.",2
Baru pakai sekali langsung koyak... bahan tipis... pengiriman lama.. chat ga pernah di bls.. ga recommended...,1
"Pengiriman kilat, cepet banget nyampenya beli malem dan saat itu juga langsung dikirim. Harga juga jauh lbh murah. Terima kasih!",3
Barangnya bagus mewah banget. Udah dicoba jg bulu2 yg ngegumpal ke tarik jg. Bagus pokoknya,3
lucu bgt warnanya. recommended harga murah tapi ngga murahan. next bakal order lagi,3
Ukuran mur di kepala gorillanya ga sesuai dgn ukuran mur utk holder handpone begitu jg dgn kamera saya. Sgt mengecewakan. Jd sama sekali tak bs digunakan. Tolong ksh solusi dong,4
"check in nya gampang bgt, cuma kasih liat aja invoice sama KTP next, mau lah order voucher lagi di sini makasih",3
Pipetnya tidak dikirim. .,1
Pengiriman tepat waktu. Kondisi paket dan barang diterima dalam kondisi baik. Sudah dicoba dan berfungsi dengan baik. Terima kasih & Sukses selalu.,2
barang sdh di terima dgn selamat dan barang nya muantaaap sekali.maju dan terus berkembang buat toko nya.,2
kan pesanan nya wrn yellow..yg dikirim graay sih hmmm,1
MANTAPPPPP,3
"Barang sesuai pesanan dan pengiriman cepat, terima kasih yaa :)",2
Saya baru pakai ini krn habiskan stock yg sebelumnya. Yang skr kualitasnya buruk krn cair beda dengan yg sebelumnya tdk Cair. pdhal di awal saya suka produk ini. Disayankan saja kualitasnya turun krn dicampur cairan,1
seller sangat slow respon. pengiriman lama. baru kali ini ada yg sy kasih bintang 1. bukan krn barangnya tapi respon sellernya,0
"Udah ngikutin prosedur penggunaannya, lemnya nggak bisa lengket. Masa habis di lem udah kering, udah dikasih lakban kaya prosedur, sandal yang dilem bisa ditarik. menjengkelkan",0
emang rasanya kaya basi apa gimana ?? kok gini amat kaya bau tong sampah,0
selangnya robek. tasnya jg robel di sudut,1
Hati2 untuk yng beli alat ini. Saya baru pake 2 kali dan besiny copot dari base nya. Seller tidak memberikan solusi padahal saya meminta replacement dan bukan refund. Saya sarankan untuk membeli merek lain dripda membeli brang defect dari toko ini.,1
"Sy pesan lilin yg angka 1 dan 6 . Tpi di kirim nya angka 7 . Angka 6 nya sdh benar , pdhl wkt beli sy sdh jlalasin sy mau yg angka 1 dan 6 . Sy tdk bs kirim foto nya krn sy udh buang brng nya krn tdk bs di pakai . Sy udh tunggu brp hr , tau2 smp brng nya dan di buka yg di kirim lain sm yg di beli . Sy cmn pesan utk ke Dpn nya blajarlah yg Teliti sebelum brng di kirim .",1
Pelayanannya sangat buruk,0
Penjual ANGKUH... yang namanya pembeli itu RAJA.. di layani sebagaimana mestinya.. KEPUASAN PEMBELI PRIORITAS UTAMA.. LAH LOH? ANGKUH SOMBONG.. MAKAN TUH DUET HARAM.. PERTAMA DAN TERAKHIR GUE BELANJA DI OLSHOP LOH CUIH!!!!,0
Untuk jar bahannya bagus. bahan2 yg lain lumayan. Namun untuk tutup jar pita tlg diperhatikan lubangnya terlalu besar. gampang ditarik smp lepas. tp terbalik dgn tutupnya stick yg kekecilan lobangnya. stick plastik g bisa masuk. akhirnya hrs diganti tutup stick jd tutup pita. tp y pe er ngerjainnya krn udh keiket kecil2 gt kan. maaf agak panjang reviewnya. untuk yang lain bagus.,1
bagi yang mau beli game pass bagus nih di toko ini. di layani sampai selesai . makasih ngab,2
Tak sesuai gambar. ini gada dijahit cuman disambung pake obras. bahannya tipis. kecewa,4
"Fast respon, next bakal order lagi disini thank you",3
Jamnya berfungsi normal. Ukuran sesuai. Keren banget modelnya.,3
"ribet pemakaian , gk di saranin beli",1
ikan bagus dan sehat. mantaaaaap,3
"Bagus. Sesuai Ekspetasi. Original. Pengiriman Cepat. Cuma pada bagian tombol �Adjust� agak masuk kedalam jadi agak susah ditekan. Kalau tombolnya bagus, aku langsung kasih bintang 5 hehehe",2
mksshhh pelangganku syuukkkaaaa,3
"trima kasih yah, berfungsi dgn sangat baik. Produk nyaman & mudah dipakai. Packing aman ??. Kualitas bahan tinggi ??. Dijamin Termurah.",3
Produknya bagus dan berfungsi dengan baik,2
"agak kecewa sih,jilbabnya ukuran kecil banget,gak bisa dipakai untuk dewasa..",4
"Br pakai 15mnt sudah rusak, padahal engga jatuh dan ga kebanting.",1
"Jujur lumayan kecewa banget dengan claim wangi mint eucalyptus, pasti yang kebayang wangi kyk minyak kayu putih gitu tapi pas datang bener2 ga ada wangi mint atau eucalyptusnya. Atau mmng aku idung ak yang salah cium. ?? yang jelas wanginya bikin eneg dan pusing bukan nyegerin kayak minuak kayu putih. terus ga dapet free pouch juga. ??",4
mantap...pengiriman sangat cepat ....produk aman ..,2
buat xiaomi 9t cocok.. tombolnya empuk bentuknya keren,2
"Gak bener nih, harusnya yang dateng tuh meja utuh, malah baut2 gak terpasang, dan baut2nya kecil banget... mau dilem ?? ngaco nih ****** !",0
selalu langganan disini. ngmpulin recehan menjadi emas.,3
Bagussss.. Selalu repat order.,3
"pel nya lebih kecil dibanding dengn spin mop merk lain jadi kalo nyimpen ga ngabisin banyak space, bahan lumayan tebel ??",2
"untuk barang dengan harga yang cukup mahal, saya berekspektasi tidak ada air bubble pada pinggiran lobang home button dan kamera. saya sudah coba beberapa kali untuk memperbaikinya, tetapi sepertinya bukan salah pada pemasangannya.",1
sangat kecewaaaa bangett pengiriman barang lamaaaaaa sekaliii tidak sesuai dengan waktu estimasi nya dan melebihi sampe 3 hari lebihhh dari waktu estimasi nya..kecewaaaa,4
padahal gw uda kasih Note warna MERAH dan gw udah chat kepenjual juga yang dateng malah warna UNGU! ERROR nih yang jual Kesel gw,0
orgdapet barang nya bgs..tapi saya dapet yg patah.,4
barang cepat sampe. penjual fast respond. cuma dpt produk yg covernya agak lecek.,2
"bahan nyan lembut dan empuk enak dan tidur jadi lebih enak gak pegel pegel lagi pas bangun tidur bye bye salah bantal,Material bagus dan halus. Ukuran sesuai. Bagus Banget!. Harga terjangkau.",3
Baru dipakai 1 malam. Langsung ngedrop.,4
barang cepat panas dan rusak,4
"Blm dimainin barang udh cacat mana no angkanya ada yg pudar lagi, parah dah",0
Sangat kecewa. Produk terkesan sudah dipacking ulang (lembaran dan berat tidak sesuai dengan yang seharusnya).,4
BOCOR!,0
tidak berfungsi sama sekali.. produk nya.. kutu tetap masih ada&tidak mati.. kecewa saya tdk sesuai speak nya,4
Rqpihhhhhhhhhhhhhhhh,3
Beli packing Dus sama bubble tp Dus ndak dikirim... Mohon diperhatikan kembali,1
beli 2 pcs... yang satu normal tanpa kendala.. yang 1 lagi stuck House cartridge nya gak mau ke tengah... step nya sama dengan yang normal ikutin manual...,1
"fast respon, recommended Seller",3
"mantap hijabnyaaa, enaaaaaak dipakai, adeeeeem",3
Jamnya berfungsi normal. Bahannya bagus. Ukuran sesuai. Nyaman dipakai lama.,2
"Jujur, awalnya sih kawatir dikarenakan baru pertama kali membeli emas lewat online, Alhamdulilah ternyata penjualnya Jujur dan Amanah bakalan jadi langganan terus nih aku. Terima kasih",3
"PUAS BANGET, SEMPET ERROR DI KURIR & MAU PAKE GERCEP, SELLER NYA RESPON BGT & SAMA2 CARI SOLUSI. ORDER ULANG & GA PELIT, ADA YG DIKASIH TAMBAHAN DIKIT2.. MAKASI YA KAK. JAYA SELALU TOKONYA ??",3
"pelayanan mantap...langsung kirim dan sampainya cepet banget,packingnya juga ok banget??????",3
belanja disini mantap pengiriman cepat dan barangnya rekomended dan packing aman dan rapi bakal belanja lagi disini insyaallah,3
alhamdulilah jilbabnya bagus nggak nerawang dapat diskon juga dari tokped makasii seller,2
"mudah copot di dasbord,lemnya kgk kuat",1
Dijualnya barang yg udah mau expired.. Pantesan aja koq murah..,1
"HArga terjangkau. Tetapi ada dua adaptor yg tidak bisa berfungsi tidak ada power sama sekali setelah di cek engineering saya jg sama sekali tidak bisa di betulkan. please check properly before you sent the packages,and make sure all the item works.",1
Terjemahannya berantakan bgt. Mending beli yg versi inggrisnya aja,0
"Barangnya bagus bgt. Kokoh, sisirnya jg ga tajem, tombol kliknya juga praktis",3
mantab minnn pengiriman jam 5 sore masih di gasss ????,3
"Sory yah pesanan ga sesuai, minta XXL di deskrisi Lebar 50 Panjang 75. Yg datang lebar 43 panjang 60 nda muat boss..",0
Kura kuranya tidak mulus,4
"gak ada pengaruh, kutu msih hidup, sdh saya tes langsung. merasa ditipu nih, semoga dapat karma dah lu",0
"kualitas dan bahanya sangat bagus,,??????",3
"belanja kedua kalinya, selalu puas. pengiriman lumayan cepat. overall bagus banget",2
bahan agak panas dn warnanya ga cocok,4
Barang Sampai tapi banyak yang tergores dan penyok di penyangga nya :(,1
Paking tidak rapih jebol,4
"pengiriman sangat lama, diluar estimasi yg tercantum",1
mantaaappp biasanya langganan,3
"ternyata bukan hot wheels asli, bahan plastik. harap di beri keterangan bahwa barang tdk original.",1
Kualitas produk kurang memuaskan,4
"Barang baru sampe, trus dicoba, awal nya bagus, tiba tiba mesin nya mati, udah dicoba berkali kali tetap ga hidup, seller di chat tidak respon, dana sudah diterima seller, tokopedia ga bisa bantu komplain saya, kecewa sekali. Sudah 10 hari sejak komplain saya cuma disuruh nunggu katanya di cek, tiap hari saya tanya masih dicek, ga pernah sekalipun duluan kasih info soal barang saya, selalu saya yg tanya duluan, jadi kapan penyelesaian nya? Baru sekali ini belanja di tokopedia kena seller ga bagus begini, minta refund ga ditanggapi, barang saya juga ga tau kemana dan diapain, saya beli baru tapi kayak beli barang refurbish yg ga dikirim dikirim, menyebalkan!!!",0
"Bahan bagus sih, tapi warna foto sm asli beda",2
Bahannya adem. Warnanya cantik ??. Ukuran sesuai. terimakasih,3
banyak masker yg jahitan/lemnya lepas,1
kalo udah bayar dicuekin sama penjualnya !! - chat 3 januari 2021 di respon. - order 3 januari 2021 jam 11 siang dengan kurir grab same-day - barang sampai 4 januari 2021 jam 3 sore. KALO UJUNG UJUNGNYA GAK SAMPAI TUJUAN DI HARI YG SAMA NGAPAIN BAYAR ONGKIR MAHAL PAKAI GRAB !!,0
padahal gw uda kasih Note warna MERAH dan gw udah chat kepenjual juga yang dateng malah warna UNGU! ERROR nih yang jual Kesel gw,0
"paket datang kardus penyok & robek. malu klo buat kado. udah banyak yg gini, kenapa tidak ada perbaikan dr mooimom?",1
mkkasih admin daper harga murah paketan sama cdr n redoxon,2
"pesen hitam dikirim putih..parah. mau direturn ngga keburu, soalnya barang tsb buat kado ultah hr ini. Makanya saya pake same day. Padahal sdh sy ingatkan loh, tolong dicheck dulu sebelum dikirim...",0
"Pemasangan mudah karena aksesoris pembantunya lengkap, produk juga sesuai ekspektasi",2
ini mah ada robusta nya ga sesuai deskripsi dan ekspetasi payah,0
beli 5 pd gosong semua.??baru apa bekas nih? biasanya beli ga gini. untung asuransi 90 hari.,1
ini bukan kaos kaki.. tidak ada tumitnya.. sekali pakai langsung melar,4
Gak jelas,0
bahannya tipis dan jahitannya kurang rapi,4
respon cepat sangat memuaskan,3
"kunci bagian depan kendur alias tidak kencang, dan respon seller sangat tidak memuaskan...",1
Gampang lepas dan kurang nge-grip di new Fujifilm X-T3 saya,4
"Real pict, real spek, packing rapih dan sangat aman walaupun kertas printer thermal tp dikasih label fragile, sellernya recomended sekali, mantaaabbbss ??",3
"Mantap, kalau di cium aromanya sedikit ada perubahan dari yang sebelumnya.",3
Gampang lepas dan kurang nge-grip di new Fujifilm X-T3 saya,4
jepitan nya bagus2 canti anakku suka,3
barang sesuai pesanan.. tp seller luar biasa responnya cepat n barang sdh sampai lebih cepat dr estimasi. sukses selalu n sehat selalu y gan... terimakasih,2
"mantap barangnya sesuai,bagus makasih min??????",3
"Pengiriman lambat, pas dateng barang juga sudah sobek, debuan. ??????????????",1
"Mantul banget response dan pelayanan Seller ini lho!! ????????Dalam kurun waktu 1 hari paketnya tiba di rumah, sepertinya tahu aja kalo emang ditungguin!!????",3
"pesanan udh selesai apaan, orang barang tidak di Terima, sudah ajukan komplain, nungguin lama, sampe saiki ga dpt barang malah di minta penilaian barang. #kecewa berat deh",0
Mainannya bagus banget ??????,3
"mantab sesuai pesanan, respon cukup sigap, dan cukup informatif package rapih aman, kondisi barang bagus segel, sempat kendala gosend error jd baru besoknya hari sabtu di proses, sigap bantu proses cepat akhirnya bs diantar sabtu juga. thanks",2
bagus bgt bukunya. suka. makasih,3
"saya sarankan jangan transaksi sama toko ini, pesanan saya sampai saat ini belum dikirim... selalu bohong klo ditanya...",1
Barang tdk lengkap.. sdh lama lapor tp sampai saat ini belum di kirim2... sdh sering ditanyakan tp hanya janji2 aja.,0
"susah payah narik balonnya biar mekar, eh bolong...",4
"Nga sesuai yg di harapkan, pingin yg kecil2 jd besar dan cenderung kasar jd nya",4
Bahannya adem. Warnanya cantik ??. Ukuran sesuai. terimakasih,3
"Untuk pengiriman antar pulau penjual hanya packing dg 1 lapis kresek. Alhasil dusnya babakbelur penyok & sobek sana sini, padahal ini mau utk kado. Barang2 kecil saja di olshop lain dipakein bubble wrap & kotak double. Mana lama bgt baru dikirim, order Sabtu dikirim Senin. Shame on you ????",0
Mantaaappp�.????????????????????????????????????,3
obatnya cocok buat doggy yg berjamur . sdh beli beberapa kali,3
kecewa bawa tidak sesuai pesanan pesan 10 yg datang cuma 8 botol,4
"packing nya bocor,oli kemana mana kecewa.",4
Efektif menyaring kotoran. manteb lah. jadi. jernih banget ini air,2
pesen apa dikirim apa ????????????????????????????????????????????,0
Secara keseluruhan sudah bagus namun bagian dalam kadang suka copot copot,2
"Packaging aman ??. Packaging rapi. Desainnya lucu. Respon penjualnya top. maap fotonya burem, soalnya ss dari video unboxing ??",3
"Penggunaan di HP Samsung: Kualitas suara baik. Kualitas mic standar menuju buruk (suara harus keras baru bisa terdengar oleh lawan bicara). Pengguanan di MacBook: Ketika terhubung kualitas suara baik, namun selalu terputus (tidak stabil koneksinya), sehingga tidak bisa digunakan. Buat temen-temen yang perlu connect ke laptop gitu mending cari TWS lain deh. Soalnya koneksinya ke laptop enggak stabil. Sekian.",1
"Kainnya gk tipis, standar tebal batik biasa, adem , lembut, variant yg dikirim penjual , sesuai.",2
pencetannya agak keras jd tkt cepat rusak. terus airnya jd bau plastik.. tidak dapat dipakai,1
"barang bagus, sesuai pesana� pengiriman cepat Positive job",2
produk mantap packingnya bagus,2
"Bakalan jd langganan .. harga terjangkau, pengiriman juga oke",3
"untuk produk untung datang nya bagus,untuk pengemasan buruk banget,bsa di bilang nggak layak,dan agak penyok kotak nya,kayak bekas pakai",1
"Barang sebenarnya sudah sampai tadi sore, cuman baru ta unboxing dan mainkan malam ini. Sukaaa! Recommended ni toko ????????????",3
"produk kehilangan salah satu karet sampingnya, sudah di cek dalam box tapi tidak ada",1
baju nya tipis.. model celana nya juga gak sama dengan di foto..gak real fict mnurut saya..sablon nya licin sekali cuci dijemur lengket dan lepas.. nyesel belanja di sini gak sesuai dgn expektasi saya,1
"Kualitas barang sangat bagus, produksi terbaru, kemasan sederhana, seller cepat menanggapi.",3
pesanan tidak sesuai ukuran.,4
"Belum sebulan pemakaian, lampu pada jam dan indikatornya sudah mati dan tidak berfungsi lagi. Padahal jam tidak pernah jatuh atau terkena percikan air. Sebelum mati, jam hanya bisa menyala paling lama 3 hari setelah batre dicas penuh jadi tidak sesuai dengan iklannya yg bisa bertahan belasan hari",1
"Barang diterima dengan baik dan di packing rapi, sesuai deskripsi, ada jahitan kurang rapi di bagian kaki tp no probs",2
"Barangnya bagus bgt. Kokoh, sisirnya jg ga tajem, tombol kliknya juga praktis",3
mantap barangnya ??????,2
